Activity Name,Activity Type,Park ID,Park Name,Timings,Height Restrictions,URL,Location Lat,Location Lng
Meet Mirabel at Fairytale Garden – New!,Entertainment,80007944,Magic Kingdom Park,"09:00:00 to 09:00:00, 09:45:00 to 09:45:00, 10:30:00 to 10:30:00, 11:15:00 to 11:15:00, 12:00:00 to 12:00:00, 14:00:00 to 14:00:00, 14:45:00 to 14:45:00, 15:15:00 to 15:15:00, 15:45:00 to 15:45:00",,https://disneyworld.disney.go.com/entertainment/magic-kingdom/character-meet-mirabel/,28.4195985,-81.580264
Casey's Corner Pianist,Entertainment,80007944,Magic Kingdom Park,"10:50:00 to 10:50:00, 11:35:00 to 11:35:00, 13:35:00 to 13:35:00, 14:35:00 to 14:35:00, 15:40:00 to 15:40:00, 16:40:00 to 16:40:00, 17:30:00 to 17:30:00",,https://disneyworld.disney.go.com/entertainment/magic-kingdom/caseys-corner-pianist/,28.418112,-81.581421
Star Wars Launch Bay: Meet Chewbacca,Entertainment,80007998,Disney's Hollywood Studios,10:00:00 to 18:00:00,,https://disneyworld.disney.go.com/entertainment/hollywood-studios/character-meet-chewbacca-star-wars-launch-bay/,28.3580437948549,-81.5609857809673
Harambe Village Acrobats,Entertainment,80007823,Disney's Animal Kingdom Theme Park,"10:45:00 to 10:45:00, 11:45:00 to 11:45:00, 12:45:00 to 12:45:00, 13:45:00 to 13:45:00, 14:45:00 to 14:45:00, 15:45:00 to 15:45:00",,https://disneyworld.disney.go.com/entertainment/animal-kingdom/harambe-village-acrobats/,28.3591486373062,-81.5915742811563
Happily Ever After,Entertainment,80007944,Magic Kingdom Park,20:45:00 to 20:45:00,,https://disneyworld.disney.go.com/entertainment/magic-kingdom/happily-ever-after-fireworks/,28.419169,-81.581204
Meet Favorite Disney Pals at Adventurers Outpost,Entertainment,80007823,Disney's Animal Kingdom Theme Park,08:00:00 to 18:00:00,,https://disneyworld.disney.go.com/entertainment/animal-kingdom/character-meet-disney-pals-adventurers-outpost/,28.357972,-81.589796
The Dapper Dans,Entertainment,80007944,Magic Kingdom Park,"09:00:00 to 09:00:00, 09:50:00 to 09:50:00, 10:40:00 to 10:40:00, 11:25:00 to 11:25:00, 13:15:00 to 13:15:00, 14:00:00 to 14:00:00, 15:40:00 to 15:40:00",,https://disneyworld.disney.go.com/entertainment/magic-kingdom/dapper-dans/,28.4174102,-81.581217
AMC® Disney Springs 24 Dine-In Theatres,Entertainment,10460,Disney Springs,10:00:00 to 23:00:00,,https://disneyworld.disney.go.com/entertainment/disney-springs/amc-disney-springs-24/,28.37011,-81.520953
Voices of Liberty,Entertainment,80007838,EPCOT,"11:15:00 to 11:15:00, 12:00:00 to 12:00:00, 12:45:00 to 12:45:00, 13:30:00 to 13:30:00, 14:15:00 to 14:15:00, 15:00:00 to 15:00:00, 15:45:00 to 15:45:00",,https://disneyworld.disney.go.com/entertainment/epcot/voices-of-liberty/,28.367595,-81.549387
Meet Anna and Elsa at Royal Sommerhus,Entertainment,80007838,EPCOT,09:15:00 to 18:30:00,,https://disneyworld.disney.go.com/entertainment/epcot/character-meet-anna-elsa-royal-sommerhus/,28.37097,-81.547134
Electrical Water Pageant,Entertainment,80010392,The Campsites at Disney's Fort Wilderness Resort,20:25:00 to 22:30:00,,https://disneyworld.disney.go.com/entertainment/magic-kingdom/electrical-water-pageant/,28.409698,-81.571398
Rose & Crown Pub Musician,Entertainment,80007838,EPCOT,"13:30:00 to 13:30:00, 14:30:00 to 14:30:00, 16:00:00 to 16:00:00, 17:00:00 to 17:00:00, 18:00:00 to 18:00:00, 19:00:00 to 19:00:00",,https://disneyworld.disney.go.com/entertainment/epcot/rose-crown-pub-music/,28.370467,-81.551677
Matsuriza,Entertainment,80007838,EPCOT,"11:00:00 to 11:00:00, 12:00:00 to 12:00:00, 13:00:00 to 13:00:00, 14:00:00 to 14:00:00, 15:00:00 to 15:00:00, 16:00:00 to 16:00:00, 16:45:00 to 16:45:00",,https://disneyworld.disney.go.com/entertainment/epcot/matsuriza/,28.36786,-81.550389
Luminous The Symphony of Us – New!,Entertainment,80007838,EPCOT,21:00:00 to 21:00:00,,https://disneyworld.disney.go.com/entertainment/epcot/luminous-the-symphony-us/,28.370146,-81.549394
Frozen Ever After,Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",any-height,https://disneyworld.disney.go.com/attractions/epcot/frozen-ever-after/,28.370745,-81.54653
Summit Plummet,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,48-inches-122-cm-or-taller,https://disneyworld.disney.go.com/attractions/blizzard-beach/summit-plummet/,28.3519232056,-81.5758319199
Discovery Island Trails,Attraction,80007823,Disney's Animal Kingdom Theme Park,08:00:00 to 20:00:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/discovery-island-trails/,28.3581032852655,-81.5911151562868
Expedition Everest - Legend of the Forbidden Mountain,Attraction,80007823,Disney's Animal Kingdom Theme Park,"07:30:00 to 08:00:00, 08:00:00 to 20:00:00",44-inches-112-cm-or-taller,https://disneyworld.disney.go.com/attractions/animal-kingdom/expedition-everest/,28.3584769119,-81.5873781396
Gangplank Falls,Attraction,80007981,Disney's Typhoon Lagoon Water Park,10:00:00 to 18:00:00,any-height,https://disneyworld.disney.go.com/attractions/typhoon-lagoon/gang-plank-falls/,28.3657380338,-81.5305508673
Butterflies - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-butterflies/,28.3649980475451,-81.5890323591127
Star Wars: Rise of the Resistance,Attraction,80007998,Disney's Hollywood Studios,"08:30:00 to 09:00:00, 09:00:00 to 21:30:00",40-inches-102-cm-or-taller,https://disneyworld.disney.go.com/attractions/hollywood-studios/star-wars-rise-of-the-resistance/,28.354884,-81.560457
Gran Fiesta Tour Starring The Three Caballeros,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/gran-fiesta-tour-starring-three-caballeros/,28.371649,-81.547368
Tree of Life,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/tree-of-life/,28.357994,-81.590597
Mickey's PhilharMagic,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/mickeys-philharmagic/,28.4200304909,-81.5814839853
Disney Fab 50 Character Collection,Attraction,80007944,Magic Kingdom Park,,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/fab-50-character-collection/,28.4194549043,-81.5811809
Guardians of the Galaxy: Cosmic Rewind,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,42-inches-107-cm-or-taller,https://disneyworld.disney.go.com/attractions/epcot/guardians-of-the-galaxy-cosmic-rewind,28.3749021961781,-81.5478397673417
Crush 'n' Gusher,Attraction,80007981,Disney's Typhoon Lagoon Water Park,10:00:00 to 18:00:00,48-inches-122-cm-or-taller,https://disneyworld.disney.go.com/attractions/typhoon-lagoon/crush-and-gusher/,28.3666932987,-81.5282974765
Avatar Flight of Passage,Attraction,80007823,Disney's Animal Kingdom Theme Park,"07:30:00 to 08:00:00, 08:00:00 to 20:00:00",44-inches-112-cm-or-taller,https://disneyworld.disney.go.com/attractions/animal-kingdom/avatar-flight-of-passage/,28.355554,-81.592147
Runoff Rapids,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,any-height,https://disneyworld.disney.go.com/attractions/blizzard-beach/runoff-rapids/,28.351462,-81.576098
Rhinos - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-white-black-rhinos/,28.359414,-81.592356
Storm Slides,Attraction,80007981,Disney's Typhoon Lagoon Water Park,10:00:00 to 18:00:00,any-height,https://disneyworld.disney.go.com/attractions/typhoon-lagoon/storm-slides/,28.366791097,-81.5304308189
The Twilight Zone Tower of Terror™,Attraction,80007998,Disney's Hollywood Studios,"08:30:00 to 09:00:00, 09:00:00 to 21:30:00",40-inches-102-cm-or-taller,https://disneyworld.disney.go.com/attractions/hollywood-studios/twilight-zone-tower-of-terror/,28.359553,-81.559772
Migratory Birds - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-migratory-birds/,28.355674,-81.590191
Disney Springs Art Walk: A Canvas of Expression,Attraction,10460,Disney Springs,,,https://disneyworld.disney.go.com/attractions/disney-springs/art-walk/,28.369968,-81.517103
Millennium Falcon: Smugglers Run,Attraction,80007998,Disney's Hollywood Studios,"08:30:00 to 09:00:00, 09:00:00 to 21:30:00",38-inches-97-cm-or-taller,https://disneyworld.disney.go.com/attractions/hollywood-studios/millennium-falcon-smugglers-run/,28.353889,-81.561689
Coca-Cola Polar Bear Photo Op Experience,Attraction,10460,Disney Springs,,any-height,https://disneyworld.disney.go.com/attractions/disney-springs/coca-cola-polar-bear-photo-opportunity/,28.369329,-81.519149
The Hall of Presidents,Attraction,80007944,Magic Kingdom Park,08:00:00 to 22:00:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/hall-of-presidents/,28.4194484171,-81.5823248578
Rock 'n' Roller Coaster Starring Aerosmith,Attraction,80007998,Disney's Hollywood Studios,00:00:00 to 23:59:00,48-inches-122-cm-or-taller,https://disneyworld.disney.go.com/attractions/hollywood-studios/rock-and-roller-coaster-starring-aerosmith/,28.359712,-81.56059
Buzz Lightyear's Space Ranger Spin,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/buzz-lightyear-space-ranger-spin/,28.4182868839,-81.5794086456
Downhill Double Dipper,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,48-inches-122-cm-or-taller,https://disneyworld.disney.go.com/attractions/blizzard-beach/downhill-double-dipper/,28.351215713,-81.5756836496
African Elephants - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-african-elephants/,28.359414,-81.592318
Marketplace Train Express,Attraction,10460,Disney Springs,10:00:00 to 23:00:00,any-height,https://disneyworld.disney.go.com/attractions/disney-springs/marketplace-train-express/,28.372459,-81.51473
Liberty Square Riverboat,Attraction,80007944,Magic Kingdom Park,11:00:00 to 19:00:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/liberty-square-riverboat/,28.4195563399,-81.5827982677
Bruce's Shark World,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/bruces-shark-world/,28.375099,-81.551245451
Awesome Planet,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/the-land-awesome-planet/,28.374301,-81.552138
Sharks and Rays - Disney Animals,Attraction,80007838,EPCOT,,any-height,https://disneyworld.disney.go.com/attractions/epcot/disney-animals-sharks-and-rays/,28.375631,-81.550904
Star Tours – The Adventures Continue,Attraction,80007998,Disney's Hollywood Studios,"08:30:00 to 09:00:00, 09:00:00 to 21:30:00",40-inches-102-cm-or-taller,https://disneyworld.disney.go.com/attractions/hollywood-studios/star-tours/,28.355695,-81.558891
The Oasis Exhibits,Attraction,80007823,Disney's Animal Kingdom Theme Park,08:00:00 to 20:00:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/oasis-exhibits/,28.355965,-81.59014
Stave Church Gallery,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/stave-church-gallery/,28.370621,-81.546971
Dumbo the Flying Elephant,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/dumbo-the-flying-elephant/,28.420509033,-81.5789473057
African Lions - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-lions/,28.359414,-81.592273
Babirusas - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-babirusas,28.3561095970354,-81.5899304157241
Ski Patrol Training Camp,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,any-height,https://disneyworld.disney.go.com/attractions/blizzard-beach/ski-patrol-training-camp/,28.352258,-81.575348
Gallery of Arts and History,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/gallery-arts-and-history/,28.368236,-81.551612
Affection Section,Attraction,80007823,Disney's Animal Kingdom Theme Park,09:30:00 to 17:00:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/affection-section/,28.3653458262,-81.5888520134
Hippopotamuses - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-hippos/,28.359414,-81.592199
EPCOT International Flower & Garden Festival - Topiaries,Attraction,80007838,EPCOT,,any-height,https://disneyworld.disney.go.com/attractions/epcot/flower-garden-topiaries/,28.371939491566557,-81.54942879960687
Haunted Mansion,Attraction,80007944,Magic Kingdom Park,08:00:00 to 23:00:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/haunted-mansion/,28.4202,-81.58288
SeaBase,Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",any-height,https://disneyworld.disney.go.com/attractions/epcot/sea-base/,28.375098,-81.551211
African Birds - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-african-birds/,28.360227,-81.59354
Sea Turtles - Disney Animals,Attraction,80007838,EPCOT,,any-height,https://disneyworld.disney.go.com/attractions/epcot/disney-animals-sea-turtles/,28.375631,-81.550828
Star Wars: Datapad on Play Disney Parks Mobile App,Attraction,80007798,,,,https://disneyworld.disney.go.com/attractions/hollywood-studios/star-wars-galaxys-edge-play-app/,,
Vintage Amphicar Tours,Attraction,10460,Disney Springs,10:00:00 to 22:00:00,any-height,https://disneyworld.disney.go.com/attractions/disney-springs/boathouse-cruises/,28.37167,-81.517986
Snow Stormers,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,any-height,https://disneyworld.disney.go.com/attractions/blizzard-beach/snow-stormers/,28.3514397089,-81.5756890923
The American Adventure,Attraction,80007838,EPCOT,"11:45:00 to 11:45:00, 12:30:00 to 12:30:00, 13:15:00 to 13:15:00, 14:00:00 to 14:00:00, 14:45:00 to 14:45:00, 15:30:00 to 15:30:00, 16:30:00 to 16:30:00, 17:30:00 to 17:30:00, 18:30:00 to 18:30:00, 19:30:00 to 19:30:00",any-height,https://disneyworld.disney.go.com/attractions/epcot/american-adventure/,28.367517,-81.549446
Turtle Talk With Crush,Attraction,80007838,EPCOT,09:40:00 to 20:40:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/turtle-talk-with-crush/,28.375255,-81.551047
Aerophile – The World Leader in Balloon Flight,Attraction,10460,Disney Springs,09:30:00 to 23:00:00,any-height,https://disneyworld.disney.go.com/attractions/disney-springs/aerophile-balloon-flight/,28.370954,-81.519473
Walt Disney's Enchanted Tiki Room,Attraction,80007944,Magic Kingdom Park,08:00:00 to 23:00:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/enchanted-tiki-room/,28.4182264646,-81.583738382
Big Thunder Mountain Railroad,Attraction,80007944,Magic Kingdom Park,08:00:00 to 23:00:00,40-inches-102-cm-or-taller,https://disneyworld.disney.go.com/attractions/magic-kingdom/big-thunder-mountain-railroad/,28.4199638504,-81.5846422864
Cinderella Castle Mural of Memories,Attraction,80007944,Magic Kingdom Park,,,https://disneyworld.disney.go.com/attractions/magic-kingdom/mural-of-memories,28.418608,-81.581198
Bijutsu-kan Gallery,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/bijutsu-kan-gallery/,28.367309,-81.550525
Anteaters - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-anteaters,28.3561578052496,-81.5906228511836
Star Wars™ at Walt Disney World Resort,Attraction,80007998,Disney's Hollywood Studios,,,https://disneyworld.disney.go.com/attractions/hollywood-studios/star-wars/,,
Frontierland Shootin' Arcade,Attraction,80007944,Magic Kingdom Park,08:00:00 to 23:00:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/frontierland-shootin-arcade/,28.4187637244,-81.5832274211
Disney’s DuckTales World Showcase Adventure,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/ducktales-play-app/,28.3707609,-81.552322
Fossil Fun Games,Attraction,80007823,Disney's Animal Kingdom Theme Park,09:30:00 to 18:00:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/fossil-fun-games/,28.35677,-81.587961
Conservation Station,Attraction,80007823,Disney's Animal Kingdom Theme Park,09:30:00 to 17:00:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/conservation-station/,28.36533,-81.58872
Space Mountain,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",44-inches-112-cm-or-taller,https://disneyworld.disney.go.com/attractions/magic-kingdom/space-mountain/,28.4188341691,-81.5781962872
Gibbons - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-gibbons/,28.359049,-81.58874
Mad Tea Party,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/mad-tea-party/,28.4200230397,-81.5798248916
Canada Far and Wide in Circle-Vision 360,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/canada-far-and-wide/,28.371694,-81.55196
Toy Story Mania!,Attraction,80007998,Disney's Hollywood Studios,"08:30:00 to 09:00:00, 09:00:00 to 21:30:00",any-height,https://disneyworld.disney.go.com/attractions/hollywood-studios/toy-story-mania/,28.356404,-81.561894
Flamingos at Discovery Island - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-flamingos/,28.357587,-81.591099
Wilderness Explorers,Attraction,80007823,Disney's Animal Kingdom Theme Park,09:00:00 to 18:30:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/wilderness-explorers/,28.356682,-81.590292
Advanced Training Lab,Attraction,80007838,EPCOT,12:00:00 to 18:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/mission-space-advanced-training-lab/,28.374185,-81.547072
Mickey & Minnie's Runaway Railway,Attraction,80007998,Disney's Hollywood Studios,"08:30:00 to 09:00:00, 09:00:00 to 21:30:00",any-height,https://disneyworld.disney.go.com/attractions/hollywood-studios/mickey-minnies-runaway-railway/,28.3566783801,-81.5605667783
Test Track,Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",40-inches-102-cm-or-taller,https://disneyworld.disney.go.com/attractions/epcot/test-track/,28.373228,-81.547489
Wildlife Express Train,Attraction,80007823,Disney's Animal Kingdom Theme Park,09:30:00 to 16:30:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/wildlife-express-train/,28.3598097347,-81.5914175464
American Heritage Gallery,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/american-heritage-gallery/,28.367517,-81.549469
Ketchakiddee Creek,Attraction,80007981,Disney's Typhoon Lagoon Water Park,10:00:00 to 18:00:00,48-inches-122-cm-or-shorter,https://disneyworld.disney.go.com/attractions/typhoon-lagoon/ketchakiddee-creek/,28.36507,-81.530505
Under the Sea - Journey of The Little Mermaid,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/under-the-sea-journey-of-the-little-mermaid/,28.4211203,-81.579975
Star Wars Launch Bay Theater - Temporarily Unavailable,Attraction,80007998,Disney's Hollywood Studios,00:00:00 to 23:59:00,any-height,https://disneyworld.disney.go.com/attractions/hollywood-studios/theater-at-star-wars-launch-bay/,28.357821,-81.561061
Pirates at Walt Disney World Resort,Attraction,80007944,Magic Kingdom Park,,,https://disneyworld.disney.go.com/attractions/pirates/,,
Astro Orbiter,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/astro-orbiter/,28.4184926179,-81.5789887902
Mexico Folk Art Gallery,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/mexican-folk-art-gallery/,28.371511,-81.54746
